production_bk,production_company,production_country,production_language
7380,Initial Entertainment Group (IEG),Germany,Spoken
7381,Alberto Grimaldi Productions,Italy,Spoken
7382,Echo Films,United States of America,Original
7383,"Kennedy/Marshall Company, The",France,Spoken
7383,"Kennedy/Marshall Company, The",United States of America,Spoken
7383,"Kennedy/Marshall Company, The",Czech Republic,Spoken
7383,"Kennedy/Marshall Company, The",United States of America,Spoken
7383,"Kennedy/Marshall Company, The",United States of America,Spoken
7383,"Kennedy/Marshall Company, The",United States of America,Original
7383,"Kennedy/Marshall Company, The",United States of America,Spoken
7383,"Kennedy/Marshall Company, The",United States of America,Spoken
7383,"Kennedy/Marshall Company, The",United States of America,Original
7383,"Kennedy/Marshall Company, The",United States of America,Spoken
7383,"Kennedy/Marshall Company, The",United States of America,Spoken
7383,"Kennedy/Marshall Company, The",United States of America,Spoken
7384,Hypnotic,Czech Republic,Spoken
7384,Hypnotic,United States of America,Spoken
7384,Hypnotic,United States of America,Original
11971,Jerry Bresler Productions,United States of America,Original
11976,Polonia Brothers Entertainment,United States of America,Original
11982,Ashton Productions,United States of America,Original
11985,Sir Lew Grade,United Kingdom,Original
11995,Depth Entertainment,Canada,Spoken
11996,Andreevsky Flag Film Company,Kazakhstan,Original
12000,Tapioca Films,France,Original
12000,Tapioca Films,France,Spoken
12000,Tapioca Films,France,Original
12000,Tapioca Films,Germany,Original
12001,Warner Bros. Entertainment France,France,Original
12005,Yucaipa Films,United Kingdom,Original
12005,Yucaipa Films,United States of America,Spoken
12006,Goldmann Pictures,United States of America,Spoken
12006,Goldmann Pictures,United States of America,Spoken
12006,Goldmann Pictures,United States of America,Spoken
12007,Rat Entertainment,United States of America,Spoken
12007,Rat Entertainment,United States of America,Spoken
12007,Rat Entertainment,United States of America,Original
12007,Rat Entertainment,United States of America,Spoken
12008,Misha Films,United States of America,Spoken
12009,Elu00edas Querejeta Producciones Cinematogru00e1ficas S.L.,Italy,Original
12010,Mediapro,Italy,Original
12010,Mediapro,United States of America,Spoken
12010,Mediapro,Spain,Spoken
12010,Mediapro,United States of America,Original
12011,Quo Vadis Cinu00e9ma,Italy,Original
12012,Eyescreen S.r.l.,Italy,Original
12012,Eyescreen S.r.l.,Italy,Original
12012,Eyescreen S.r.l.,Italy,Original
12018,Limelight Fund,United Kingdom,Original
12020,Superfinger Entertainment,United States of America,Original
12023,Nederlandse Programma Stichting (NPS),United Kingdom,Original
12026,Gold Circle Films,United States of America,Spoken
12026,Gold Circle Films,United States of America,Original
12026,Gold Circle Films,United States of America,Original
12026,Gold Circle Films,United States of America,Original
12026,Gold Circle Films,United States of America,Original
12026,Gold Circle Films,United States of America,Original
12026,Gold Circle Films,United States of America,Original
12026,Gold Circle Films,United States of America,Original
12026,Gold Circle Films,United States of America,Spoken
12026,Gold Circle Films,United States of America,Original
12026,Gold Circle Films,United States of America,Original
12026,Gold Circle Films,United States of America,Spoken
12027,Madacy Entertainment,United States of America,Spoken
12027,Madacy Entertainment,United States of America,Spoken
12029,Curmudgeon Films,United States of America,Spoken
12045,Isabella Films B.V.,Belgium,Original
12046,Fu Works,Belgium,Original
12046,Fu Works,United Kingdom,Spoken
12047,Isabella Films,Belgium,Original
12049,Alan Jay Lerner Productions,United States of America,Spoken
12053,Cofinova 5,France,Original
12066,O'Connor Brothers,Germany,Original
12067,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,United States of America,Spoken
12067,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,Germany,Original
12067,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,United States of America,Spoken
12075,Silver Reel,United States of America,Spoken
12075,Silver Reel,United States of America,Original
12075,Silver Reel,United States of America,Original
12075,Silver Reel,United States of America,Spoken
12075,Silver Reel,United States of America,Spoken
12075,Silver Reel,United States of America,Original
12075,Silver Reel,United States of America,Original
12075,Silver Reel,United Kingdom,Original
12087,Angry Films,United States of America,Spoken
12087,Angry Films,United States of America,Spoken
12096,Mandarin Films,France,Original
12113,Canadian Broadcasting Corporation (CBC),Canada,Original
12116,Shaw Rocket Fund,United States of America,Spoken
12124,J.K. Livin Productions,United States of America,Spoken
12125,Moguletta,United States of America,Spoken
12126,Sahara Productions,United States of America,Spoken
12138,Fierce Entertainment,Canada,Spoken
12139,Material Pictures,United States of America,Spoken
12139,Material Pictures,United States of America,Spoken
12141,Pt. Merantau Films,France,Original
12142,XYZ Films,Germany,Original
12142,XYZ Films,Canada,Original
12142,XYZ Films,Colombia,Original
12142,XYZ Films,France,Original
12146,Palomar Pictures International,Germany,Original
12147,Kingston Film Productions Ltd.,Germany,Original
12157,Sideways Productions Inc.,United States of America,Original
12158,Transmission Pictures,United States of America,Original
12162,Constantin Film International,United States of America,Spoken
12170,Velocity Productions,United States of America,Spoken
12177,Film Agency for Wales,United States of America,Original
12178,Red Hour Films,United States of America,Original
12178,Red Hour Films,United States of America,Original
12178,Red Hour Films,United States of America,Spoken
12178,Red Hour Films,United States of America,Spoken
12178,Red Hour Films,Australia,Spoken
12178,Red Hour Films,United States of America,Original
12178,Red Hour Films,United States of America,Spoken
12178,Red Hour Films,United States of America,Spoken
12178,Red Hour Films,Germany,Spoken
12178,Red Hour Films,United States of America,Spoken
12179,Warp (Submarine),United States of America,Original
12180,Warp Films,United States of America,Original
12180,Warp Films,United Kingdom,Original
12180,Warp Films,United States of America,Spoken
12180,Warp Films,United Kingdom,Original
12183,Morgan & Chan Films,Hong Kong,Original
12184,Talent Aid International,Hong Kong,Original
12193,Left Tackle Pictures,United States of America,Spoken
12194,Zucker/Netter Productions,United States of America,Spoken
12194,Zucker/Netter Productions,United States of America,Original
12196,Medienproduktion Prometheus Filmgesellschaft,France,Spoken
12197,Portobello Studios,France,Spoken
12198,Tightrope Pictures,France,Spoken
12199,Madhouse Entertainment,United States of America,Spoken
12199,Madhouse Entertainment,United States of America,Spoken
12199,Madhouse Entertainment,United States of America,Original
12200,Province of British Columbia Production Services Tax Credit,Canada,Spoken
12200,Province of British Columbia Production Services Tax Credit,United States of America,Spoken
12200,Province of British Columbia Production Services Tax Credit,South Africa,Spoken
12200,Province of British Columbia Production Services Tax Credit,United States of America,Spoken
12200,Province of British Columbia Production Services Tax Credit,United States of America,Original
12200,Province of British Columbia Production Services Tax Credit,United States of America,Original
12202,WV Films III,United States of America,Spoken
12202,WV Films III,United States of America,Spoken
12202,WV Films III,United States of America,Spoken
12204,Tiger Moth Productions,United States of America,Spoken
12205,EDKO Film,Hong Kong,Original
12205,EDKO Film,United States of America,Original
12207,Tatiale Films,United States of America,Spoken
12213,Core Productions,Germany,Spoken
12214,Munich Film Partners New Century & Company (MFP) Core Productions,Germany,Spoken
12219,Cinereach,United States of America,Original
12226,American Film Institute (AFI),United States of America,Original
12234,Chambara Pictures,United States of America,Original
12234,Chambara Pictures,United States of America,Spoken
12235,IFP Westcoast Erste,United States of America,Spoken
12236,Blinding Edge Pictures,United States of America,Spoken
12236,Blinding Edge Pictures,United States of America,Spoken
12236,Blinding Edge Pictures,United States of America,Spoken
12236,Blinding Edge Pictures,United States of America,Spoken
12236,Blinding Edge Pictures,France,Spoken
12236,Blinding Edge Pictures,United States of America,Original
12236,Blinding Edge Pictures,United States of America,Spoken
12236,Blinding Edge Pictures,United States of America,Spoken
12245,Robert Lawrence Productions,United States of America,Original
12246,MDBF Zweite Filmgesellschaft,United States of America,Spoken
12247,thinkfilm,United States of America,Spoken
12247,thinkfilm,United States of America,Spoken
12248,New Zealand Large Budget Screen Production Grant,United States of America,Spoken
12252,Chartoff-Winkler Productions,United States of America,Original
12252,Chartoff-Winkler Productions,United States of America,Spoken
12252,Chartoff-Winkler Productions,United States of America,Spoken
12259,WIP,United States of America,Original
12260,Bob Yari Productions,United States of America,Original
12260,Bob Yari Productions,United States of America,Original
12260,Bob Yari Productions,United States of America,Original
12260,Bob Yari Productions,United States of America,Original
12260,Bob Yari Productions,United States of America,Original
12260,Bob Yari Productions,United States of America,Original
12261,The Colleton Company,United States of America,Original
12262,Dragon Studios,United States of America,Original
12263,Clyde Is Hungry Films,United States of America,Spoken
12264,Pledge Productions,United States of America,Spoken
12269,ShadowCatcher Entertainment,United States of America,Original
12269,ShadowCatcher Entertainment,United States of America,Original
12270,Daniel Bobker Productions,United States of America,Original
12270,Daniel Bobker Productions,United States of America,Original
12271,Brick Dust Productions LLC,United States of America,Original
12288,Nintendo,United States of America,Original
12288,Nintendo,Japan,Original
12292,Temple Hill Entertainment,United States of America,Original
12292,Temple Hill Entertainment,United States of America,Spoken
12292,Temple Hill Entertainment,United States of America,Spoken
12292,Temple Hill Entertainment,United States of America,Spoken
12292,Temple Hill Entertainment,United States of America,Spoken
12292,Temple Hill Entertainment,United States of America,Spoken
12292,Temple Hill Entertainment,United States of America,Spoken
12292,Temple Hill Entertainment,United States of America,Spoken
12292,Temple Hill Entertainment,United States of America,Spoken
12292,Temple Hill Entertainment,United States of America,Spoken
12296,Sullivan Entertainment,United States of America,Original
12297,Hand Made Films,United States of America,Spoken
12317,Team Ninja,United States of America,Spoken
12325,OLC / Rights Entertainment,United States of America,Original
12326,Tanlay,United States of America,Original
12327,New Zealand Film Production Fund,United States of America,Original
12328,3 Dogs and a Pony,United States of America,Original
12329,Park Road Post,United States of America,Original
12330,WFI Productions Ltd.,United States of America,Original
12335,Rex Carlton Productions,United States of America,Original
12346,Mitteldeutsche Medienfu00f6rderung (MDM),United States of America,Spoken
12355,Vulcan Productions Inc.,United States of America,Original
12362,Tracy Films,France,Original
12365,Brownstone Productions,United States of America,Spoken
12365,Brownstone Productions,United States of America,Original
12370,Filmax International,Lithuania,Original
12371,Filmax Group,Lithuania,Original
12372,Universum Film (UFA),Germany,Original
12372,Universum Film (UFA),Lithuania,Original
12379,Internationale Filmproduktion Stella-del-Sud Second,Germany,Spoken
12383,Abe Shuji,Japan,Original
12384,Chubu-nippon Broadcasting Company (CBC),Japan,Original
12385,RKB Mainichi Broadcasting Corporation,Japan,Original
12386,Robot Communications,Japan,Original
12387,Tohokushinsha Film,Japan,Original
12387,Tohokushinsha Film,Japan,Spoken
12391,Jouror Productions,France,Original
12400,Soficinu00e9ma 5,France,Original
12402,Walt Disney Animation Canada,United States of America,Spoken
12408,Panda Productions Inc.,United Kingdom,Spoken
12409,Horticus UK,United Kingdom,Spoken
12410,Lleju Productions,United States of America,Original
12425,Filmtribe,United States of America,Original
12426,Oleandor Productions,United States of America,Original
12451,Mediaworks,Australia,Original
12467,Nomadic Pictures,Canada,Original
12467,Nomadic Pictures,United States of America,Original
12474,J&M Entertainment,United States of America,Original
12485,Overbrook Entertainment,Germany,Spoken
12485,Overbrook Entertainment,United States of America,Spoken
12485,Overbrook Entertainment,United States of America,Spoken
12485,Overbrook Entertainment,United States of America,Original
12485,Overbrook Entertainment,United States of America,Spoken
12485,Overbrook Entertainment,United States of America,Spoken
12485,Overbrook Entertainment,United States of America,Original
12485,Overbrook Entertainment,United States of America,Spoken
12485,Overbrook Entertainment,United States of America,Spoken
12485,Overbrook Entertainment,United States of America,Spoken
12501,Green Room Films,United States of America,Original
12516,Nibariki,Japan,Original
12518,d-rights,Japan,Original
12536,Kurtzman/Orci,United States of America,Spoken
12536,Kurtzman/Orci,United States of America,Spoken
12545,Also Known As Pictures,United States of America,Original
12548,Ufland,United States of America,Original
12552,Marty Katz Productions,United States of America,Spoken
12552,Marty Katz Productions,United States of America,Original
12552,Marty Katz Productions,United States of America,Spoken
12552,Marty Katz Productions,United States of America,Spoken
12574,Sundance Channel,United Kingdom,Original
12575,Endor Productions,United Kingdom,Original
12601,FM Productions,United States of America,Original
12602,Last Waltz Inc.,United States of America,Original
12608,Hybrid Productions Inc.,United States of America,Original
12616,Guerilla High Productions,Canada,Original
12621,Doosabu Film,South Korea,Original
12622,Darko Entertainment,United States of America,Original
12622,Darko Entertainment,United States of America,Spoken
12622,Darko Entertainment,United States of America,Spoken
12622,Darko Entertainment,France,Spoken
12626,Boxing Cat Films,United States of America,Spoken
12626,Boxing Cat Films,United States of America,Original
12626,Boxing Cat Films,United States of America,Spoken
12649,Bad Cop Bad Cop Film Productions,United States of America,Original
12650,Dogfish Pictures,United States of America,Original
12653,Pikachu Project,Japan,Original
12666,Jonescompany Productions,United Kingdom,Original
12686,Forecast Pictures,Germany,Original
12695,Sixteen Films,Switzerland,Original
12696,Regent Capital,Switzerland,Original
12696,Regent Capital,United Kingdom,Original
12745,British Screen Productions,Ireland,Original
12752,Bait Productions,Australia,Spoken
12799,Silver Screen Pictures,United States of America,Original
12800,Ego Film Arts,Canada,Original
12800,Ego Film Arts,France,Spoken
12807,Overture Films,United States of America,Original
12807,Overture Films,United States of America,Original
12807,Overture Films,United States of America,Spoken
12808,Big Beach Films,United States of America,Original
12808,Big Beach Films,United States of America,Original
12808,Big Beach Films,United States of America,Spoken
12808,Big Beach Films,United States of America,Original
12808,Big Beach Films,United States of America,Original
12840,Red Box Films,United States of America,Original
12856,1.85 Films,Angola,Original
12881,Twin Engine Films,United States of America,Original
12886,New Crime Productions,United States of America,Spoken
12905,Corona Pictures,United Kingdom,Original
12918,Greenpoint Films,France,Original
12927,Canal+ Television AB,United Kingdom,Original
12936,GreenStreet Films,United States of America,Original
12943,APJAC Productions,United States of America,Original
12943,APJAC Productions,United States of America,Original
12943,APJAC Productions,United States of America,Original
12955,Zip Films,Spain,Original
12966,Perdido Productions,United States of America,Original
12966,Perdido Productions,United States of America,Original
12966,Perdido Productions,United States of America,Original
12968,Baumgarten-Prophet Entertainment,United States of America,Original
12975,Ponty Up Pictures,Canada,Original
12976,Shadow Shows,Canada,Original
13040,Kasdan Pictures,United States of America,Spoken
13040,Kasdan Pictures,United States of America,Original
13040,Kasdan Pictures,United States of America,Original
13040,Kasdan Pictures,United States of America,Spoken
13040,Kasdan Pictures,United States of America,Original
13042,Kartemquin Films,United States of America,Original
13151,Headline Pictures,United Kingdom,Original
13158,Punch 21 Productions,United States of America,Original
13158,Punch 21 Productions,United States of America,Original
13161,Tea Shop & Film Company,United States of America,Original
13184,Annapurna Pictures,United States of America,Spoken
13184,Annapurna Pictures,Hong Kong,Original
13184,Annapurna Pictures,United States of America,Original
13184,Annapurna Pictures,United States of America,Spoken
13184,Annapurna Pictures,United States of America,Original
13184,Annapurna Pictures,United States of America,Spoken
13184,Annapurna Pictures,United States of America,Spoken
13184,Annapurna Pictures,United States of America,Spoken
13184,Annapurna Pictures,United States of America,Spoken
13195,Such Much Films,United States of America,Original
13198,Monsoon Films Private Limited,Germany,Original
13199,Pan Nalin Pictures,Germany,Original
13200,Sunrise Filmvertriebs AG,Germany,Original
13204,Fake Empire,United States of America,Original
13204,Fake Empire,United States of America,Original
13210,ntc,Denmark,Original
13219,"Mirisch Corporation, The",United States of America,Original
13235,Media House Capital,United States of America,Original
13238,Unified Pictures,United States of America,Original
13240,Bron Studios,United States of America,Original
13241,Demarest Films,United States of America,Original
13241,Demarest Films,Germany,Original
13241,Demarest Films,United States of America,Spoken
13241,Demarest Films,United States of America,Original
13242,Unanimous Pictures,United States of America,Original
13298,Oregon Film Factory,United States of America,Spoken
13300,Stage III Productions,United States of America,Spoken
13309,Jack Rollins & Charles H. Joffe Productions,United States of America,Original
13313,Go Films,Canada,Original
13351,Melusine Productions,Luxembourg,Original
13358,Pin Hole Productions LLC,United States of America,Original
13362,Preferred Content,United States of America,Original
13367,CDI,Japan,Original
13369,Super Crispy Entertainment,United States of America,Original
13395,Panorama Media,United States of America,Spoken
13403,Straight Up Films,United States of America,Spoken
13403,Straight Up Films,United States of America,Original
13413,Hubert Bals Fund,Japan,Original
13419,SKA Films,United States of America,Original
13419,SKA Films,United Kingdom,Original
13419,SKA Films,United Kingdom,Original
13419,SKA Films,United States of America,Original
13444,Outlaw Sinema,United States of America,Spoken
13444,Outlaw Sinema,United Kingdom,Spoken
13466,Park Pictures,United States of America,Original
13467,TBB,United States of America,Original
13468,Dog Run Pictures,United States of America,Original
13469,White Hat,United States of America,Original
13473,Michael Lobell Productions,United States of America,Spoken
13479,Edward Small Productions,United States of America,Original
13480,Haishang Films,United Kingdom,Spoken
13481,Rhythm and Hues,New Zealand,Spoken
13495,Flashpoint (I),United States of America,Spoken
13502,Framestore,United Kingdom,Original
13534,First Look Pictures,United States of America,Original
13549,Golan-Globus Productions,United States of America,Original
13549,Golan-Globus Productions,United States of America,Original
13552,Laundry Films,United States of America,Original
13554,Matter Productions,United States of America,Original
13579,George Stevens Productions,United States of America,Spoken
13621,The Group Films,United States of America,Original
13630,Darryl F. Zanuck Productions,United States of America,Original
13642,SModcast Pictures,United States of America,Original
13648,Inferno Entertainment,United States of America,Original
13649,Chockstone Pictures,United States of America,Spoken
13649,Chockstone Pictures,United States of America,Original
13649,Chockstone Pictures,United States of America,Spoken
13649,Chockstone Pictures,United Kingdom,Original
13680,Panacea Entertainment,Canada,Spoken
13682,Fulvia Film,Italy,Original
13769,Lynda Obst Productions,United States of America,Spoken
13769,Lynda Obst Productions,United States of America,Spoken
13769,Lynda Obst Productions,United Kingdom,Spoken
13769,Lynda Obst Productions,United States of America,Original
13778,Bluegrass Films,United States of America,Spoken
13778,Bluegrass Films,United States of America,Original
13778,Bluegrass Films,United States of America,Spoken
13778,Bluegrass Films,United States of America,Spoken
13778,Bluegrass Films,United States of America,Spoken
13788,Hopscotch Films,Australia,Spoken
13792,Perpetual Media Capital,United States of America,Original
13796,Hong Kong Alpha Motion Pictures Co.,United States of America,Spoken
13816,Hyde Park Entertainment,United States of America,Spoken
13816,Hyde Park Entertainment,United States of America,Original
13816,Hyde Park Entertainment,United States of America,Original
13816,Hyde Park Entertainment,United States of America,Spoken
13816,Hyde Park Entertainment,United States of America,Original
13816,Hyde Park Entertainment,,Original
13816,Hyde Park Entertainment,United States of America,Spoken
13817,Brass Hat Films,United States of America,Original
13817,Brass Hat Films,United States of America,Original
13818,Burnside Entertainment,United States of America,Original
13829,Apropos Films,United States of America,Original
13837,K.G Productions,Romania,Spoken
13855,Hugo Productions,France,Original
13866,The Caddo Company,United States of America,Original
13907,Les Films Alyne,France,Original
13923,Sobini Films,United States of America,Original
13923,Sobini Films,United States of America,Spoken
13954,Rollins-Joffe Productions,United States of America,Original
13992,Hemisphere Pictures,United States of America,Original
14024,Irwin Allen Productions,United States of America,Spoken
14024,Irwin Allen Productions,United States of America,Spoken
14036,Division Films,United States of America,Original
14037,Dreambridge Films,United States of America,Original
14063,Granada Television,United Kingdom,Spoken
14089,Jan Chapman Productions,France,Original
14120,The Directors Company,United States of America,Original
14121,Image Ten,United States of America,Original
14122,Market Square Productions,United States of America,Original
14159,Seven Arts Pictures,United States of America,Spoken
14159,Seven Arts Pictures,United States of America,Original
14160,Jaffilms Inc.,United States of America,Spoken
14175,Davis Films,United States of America,Original
14175,Davis Films,United States of America,Original
14179,Creepshow Films Inc.,United States of America,Spoken
14180,Laurel Entertainment Inc.,United States of America,Spoken
14180,Laurel Entertainment Inc.,United States of America,Original
14185,Canadian Film Centre (CFC),Canada,Original
14309,CIP Filmproduktion GmbH,United States of America,Original
14315,Section Eight Productions,United States of America,Original
14315,Section Eight Productions,United States of America,Spoken
14315,Section Eight Productions,United States of America,Spoken
14315,Section Eight Productions,United States of America,Spoken
14317,Republic Pictures (I),United States of America,Original
1003,Filmkameratene A/S,Norway,Original
1003,Filmkameratene A/S,Sweden,Original
1010,Marimark Productions,United States of America,Original
1012,Parabolic Pictures,United Kingdom,Spoken
1013,Stable Way Entertainment,United Kingdom,Spoken
1014,Target Media Entertainment,United Kingdom,Spoken
1020,Millenium Films,United States of America,Spoken
1030,Magnolia Pictures,,Original
1030,Magnolia Pictures,United States of America,Original
1030,Magnolia Pictures,United States of America,Original
1030,Magnolia Pictures,United States of America,Original
1031,Filmazure,France,Spoken
1032,Pirol Stiftung,France,Spoken
1033,Victoires International,France,Spoken
1038,Bazelevs Production,Russia,Original
1038,Bazelevs Production,United States of America,Original
1038,Bazelevs Production,Russia,Original
1038,Bazelevs Production,Russia,Spoken
1038,Bazelevs Production,United States of America,Spoken
1038,Bazelevs Production,United States of America,Spoken
1038,Bazelevs Production,United States of America,Original
1039,Channel One Russia,Russia,Original
1040,TABBAK,Russia,Original
1044,Franton Production,United States of America,Original
1049,Kasander Film Company,Netherlands,Original
1050,David LaChapelle Studios,United States of America,Original
1051,HSI Productions,United States of America,Original
1052,Darkfibre Entertainment Ltd.,United States of America,Original
1053,Got Films,United States of America,Original
1053,Got Films,United States of America,Original
1062,Boll Kino Beteiligungs GmbH & Co. KG,United States of America,Spoken
1062,Boll Kino Beteiligungs GmbH & Co. KG,Germany,Original
1062,Boll Kino Beteiligungs GmbH & Co. KG,United States of America,Original
1063,Brightlight Pictures,United States of America,Spoken
1063,Brightlight Pictures,United States of America,Spoken
1063,Brightlight Pictures,Germany,Original
1063,Brightlight Pictures,Canada,Original
1063,Brightlight Pictures,United Kingdom,Original
1063,Brightlight Pictures,United States of America,Original
1063,Brightlight Pictures,United States of America,Original
1063,Brightlight Pictures,United States of America,Original
1064,Herold Productions,United States of America,Spoken
1064,Herold Productions,United States of America,Original
1066,Distant Horizons,South Africa,Spoken
1070,Milagro Films,United States of America,Spoken
1073,Gordon Company,United States of America,Spoken
1073,Gordon Company,United States of America,Spoken
1073,Gordon Company,United States of America,Spoken
1075,Europa Corp,France,Original
1076,Apipoulau00ef,France,Spoken
1088,Alcon Entertainment,United States of America,Spoken
1088,Alcon Entertainment,China,Spoken
1088,Alcon Entertainment,Germany,Spoken
1088,Alcon Entertainment,United States of America,Spoken
1088,Alcon Entertainment,United States of America,Original
1088,Alcon Entertainment,United States of America,Spoken
1088,Alcon Entertainment,United States of America,Spoken
1088,Alcon Entertainment,United States of America,Spoken
1088,Alcon Entertainment,United States of America,Spoken
1088,Alcon Entertainment,United States of America,Spoken
1088,Alcon Entertainment,United States of America,Spoken
1088,Alcon Entertainment,United States of America,Spoken
1088,Alcon Entertainment,United States of America,Spoken
1088,Alcon Entertainment,United States of America,Spoken
1088,Alcon Entertainment,United States of America,Spoken
1088,Alcon Entertainment,United States of America,Spoken
1088,Alcon Entertainment,Chile,Spoken
1088,Alcon Entertainment,United States of America,Spoken
1088,Alcon Entertainment,South Africa,Spoken
1088,Alcon Entertainment,United States of America,Spoken
1088,Alcon Entertainment,United States of America,Original
1088,Alcon Entertainment,United States of America,Spoken
1089,Witt/Thomas Productions,United States of America,Original
1089,Witt/Thomas Productions,United States of America,Spoken
1092,Mockingbird Pictures,United States of America,Original
1095,Portman Entertainment Group,United Kingdom,Spoken
1101,Bu00e9same Mucho Pictures,Mexico,Original
1102,Producciones Anhelo,Mexico,Original
1113,Les Films 21,United States of America,Original
1115,M6 Films,United States of America,Spoken
1115,M6 Films,France,Original
1115,M6 Films,United Kingdom,Spoken
1115,M6 Films,France,Original
1115,M6 Films,United States of America,Spoken
1115,M6 Films,France,Spoken
1115,M6 Films,France,Original
1115,M6 Films,France,Spoken
1138,Filmways Pictures,United States of America,Original
1143,Sound for Film,United States of America,Spoken
1143,Sound for Film,United States of America,Spoken
1143,Sound for Film,United States of America,Original
1153,Act III Communications,United States of America,Original
1153,Act III Communications,United States of America,Original
1155,Incorporated Television Company,United States of America,Original
1155,Incorporated Television Company,United States of America,Original
1156,Conundrum Entertainment,United States of America,Spoken
1156,Conundrum Entertainment,United States of America,Spoken
1156,Conundrum Entertainment,United States of America,Spoken
1156,Conundrum Entertainment,United States of America,Original
1156,Conundrum Entertainment,United States of America,Spoken
1156,Conundrum Entertainment,United States of America,Spoken
1157,Les Cinu00e9mas de la Zone,France,Original
1163,Larger Than Life Productions,United States of America,Original
1163,Larger Than Life Productions,United States of America,Spoken
1168,Novo Arturo Films,France,Original
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Original
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Original
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Original
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Original
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Original
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Original
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Original
1171,Epsilon Motion Pictures,United States of America,Original
1171,Epsilon Motion Pictures,United States of America,Original
1171,Epsilon Motion Pictures,France,Spoken
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,United States of America,Spoken
1171,Epsilon Motion Pictures,Argentina,Original
1171,Epsilon Motion Pictures,United States of America,Spoken
1172,Hyde Park Films,United States of America,Original
1172,Hyde Park Films,United States of America,Original
1172,Hyde Park Films,United States of America,Spoken
1172,Hyde Park Films,United States of America,Original
1172,Hyde Park Films,United States of America,Original
1172,Hyde Park Films,United States of America,Original
1172,Hyde Park Films,United States of America,Spoken
1173,Shopgirl,United States of America,Original
1176,Lorimar Film Entertainment,United States of America,Original
1176,Lorimar Film Entertainment,United States of America,Original
1176,Lorimar Film Entertainment,United States of America,Original
1178,Pathu00e9 Pictures International,United States of America,Spoken
1178,Pathu00e9 Pictures International,France,Original
1178,Pathu00e9 Pictures International,United Kingdom,Spoken
1178,Pathu00e9 Pictures International,United Kingdom,Original
1178,Pathu00e9 Pictures International,United States of America,Spoken
1182,Telecinco,Mexico,Original
1187,Michael London Productions,United States of America,Original
1187,Michael London Productions,United States of America,Original
1188,William Dozier Productions,United States of America,Spoken
1189,Greenlawn Productions,United States of America,Spoken
1197,Vortex,United States of America,Original
1202,Nippon Film Development and Finance Inc.,Ireland,Original
1204,Ascendant Pictures,United States of America,Spoken
1204,Ascendant Pictures,United States of America,Spoken
1204,Ascendant Pictures,Germany,Spoken
1205,Endgame Entertainment,United States of America,Spoken
1205,Endgame Entertainment,United States of America,Original
1205,Endgame Entertainment,United States of America,Spoken
1205,Endgame Entertainment,United States of America,Spoken
1205,Endgame Entertainment,United States of America,Spoken
1205,Endgame Entertainment,United Kingdom,Original
1205,Endgame Entertainment,United States of America,Original
1205,Endgame Entertainment,United States of America,Original
1205,Endgame Entertainment,South Africa,Original
1205,Endgame Entertainment,United States of America,Original
1205,Endgame Entertainment,United States of America,Spoken
1205,Endgame Entertainment,Germany,Spoken
1206,Entertainment Manufacturing Company,Germany,Spoken
1207,Reeleyes Film,France,Original
1208,Rising Star,United States of America,Spoken
1208,Rising Star,United States of America,Original
1208,Rising Star,Germany,Original
1208,Rising Star,United States of America,Spoken
1208,Rising Star,France,Spoken
1208,Rising Star,United States of America,Spoken
1208,Rising Star,Germany,Spoken
1212,Empire Pictures,United States of America,Spoken
1212,Empire Pictures,United States of America,Original
1216,Dino de Laurentiis Cinematografica,Italy,Original
1216,Dino de Laurentiis Cinematografica,United Kingdom,Spoken
1216,Dino de Laurentiis Cinematografica,United States of America,Original
1216,Dino de Laurentiis Cinematografica,Russia,Original
1218,The Film Consortium,United Kingdom,Spoken
1219,Baby Cow Productions,United Kingdom,Original
1219,Baby Cow Productions,United Kingdom,Original
